"","year","macrounit","MDperKMsqFall_mean","HuntDen_All_mean","WoodyVeg_mean"
"149",2008,"0-3",2.70140659367143,1.38478919995714,26.6376123218429
"150",2009,"0-3",2.69166420867143,1.41454728867143,26.6721344106
"151",2010,"0-3",1.62599307185714,1.18824740444286,26.7066564993143
"152",2011,"0-3",1.30357970201429,0.404156368171429,26.7411785880714
"153",2012,"0-3",1.21247300225714,0.0999586124714286,26.7757006767714
"154",1962,"0-4",NA,0.1831863146,24.2434437037
"155",1963,"0-4",NA,0.0789110278,24.5109630032333
"156",1964,"0-4",1.2197961308,0.2066717395,24.7784823028667
"157",1965,"0-4",1.168971292,0.1878833996,25.0460016024333
"158",1966,"0-4",0.711547743,0.2611579254,25.3135209019667
"159",1967,"0-4",3.1511400046,0.2376725004,25.5810402015667
"160",1968,"0-4",3.7102132312,0.1033358698,25.8485595011333
"161",1969,"0-4",2.7445412943,0.3053105243,26.1160788007
"162",1970,"0-4",2.06371094745,0.2639761764,26.3835981003
"163",1971,"0-4",1.32455463015,0.2357936665,26.6511173998333
"164",1972,"0-4",3.3544393597,0.3607361272,26.9186366994333
"165",1973,"0-4",2.3330084287,0.1963381525,27.186155999
"166",1974,"0-4",1.306272521,0.1578220556,27.4536752985667
"167",1975,"0-4",1.94871331605,0.3015528563,27.7211945981333
"168",1976,"0-4",3.2527896821,0.2076111565,27.9887138977333
"169",1977,"0-4",1.36215512225,0.2019746545,28.2562331973
"170",1978,"0-4",1.5675270252,0.1803680636,28.5237524968667
"171",1979,"0-4",1.6263948411,0.1418519667,28.7912717964333
"172",1980,"0-4",2.337942584,0.1409125497,29.058791096
"173",1981,"0-4",1.62160804575,0.1258818777,29.3263103956
"174",1982,"0-4",2.943790941,0.2170053265,29.5938296951667
"175",1983,"0-4",1.2060471378,0.2536425894,29.8613489947
"176",1984,"0-4",1.64328153726667,0.3832821351,30.1288682943333
"177",1985,"0-4",1.7829985541,0.4650114139,30.3963875938667
"178",1986,"0-4",2.07399768085,0.3391295362,30.6639068934333
"179",1987,"0-4",1.273156025,0.4077069771,30.9314261930333
"180",1988,"0-4",2.57207565886667,0.3372507022,31.1989454926
"181",1989,"0-4",1.93257963533333,0.429313568,31.4664647921667
"182",1990,"0-4",2.1868151177,0.4640719969,31.7339840917333
"183",1991,"0-4",2.52417750806667,0.4744055839,32.0015033913
"184",1992,"0-4",NA,0.5288917698,32.2690226909333
"185",1993,"0-4",2.00344620003333,0.5890144576,32.5365419904667
"186",1994,"0-4",1.6534245502,0.5692867007,32.8040612900333
"187",1995,"0-4",3.18516346176667,0.5091640128,33.0715805896
"188",1996,"0-4",2.468989366,0.438707738,33.3390998892
"189",1997,"0-4",1.6308651228,0.440586572,33.6066191887333
"190",1998,"0-4",2.21743487603333,0.3353718682,33.8741384883333
"191",1999,"0-4",2.09536622036667,0.3926763051,34.1416577879
"192",2000,"0-4",4.1110778901,0.4067675601,34.4091770874667
"193",2001,"0-4",2.09000423563333,0.5758626197,34.6766963870667
"194",2002,"0-4",2.51533745815,0.442465406,34.9442156866
"195",2003,"0-4",4.22183066933333,0.5204370168,35.2117349861667
"196",2004,"0-4",5.23382973453333,0.6510159795,35.4792542858
"197",2005,"0-4",5.55867740673333,0.7148963353,35.7467735853333
"198",2006,"0-4",6.60971075843333,0.7308664243,36.0142928849
"199",2007,"0-4",4.19744724033333,0.7815949422,36.2818121844667
"200",2008,"0-4",3.60678306196667,0.874597225,36.5493314840667
"201",2009,"0-4",2.88090090913333,0.7299270073,36.8168507836333
"202",2010,"0-4",3.49803848196667,0.5551954457,37.0843700832
"203",2011,"0-4",1.3017061498,0.2113688245,37.3518893827667
"204",2012,"0-4",2.62888257963333,0.0883051978,37.6194086823667
